switches_ok,always0,always1,quantiles_v_star,quantiles_action_rate,error
1662,572,80,1.22,0,-3.07830051390345e-05
1662,572,80,3.11333333333333,0.000904191356695437,
1662,572,80,Inf,0.10082833257967,0.000405550944514499
1662,572,80,Inf,0.999937545753028,0.000210969625777199
1662,572,80,-4,0,0.000115726957156798
1662,572,80,1.22,0,6.34376393987002e-05
1662,572,80,3.11333333333333,0.000904191356695437,3.24168290703796e-05
1662,572,80,Inf,0.10082833257967,1.18717309773794e-05
1662,572,80,Inf,0.999937545753028,-1.10011990000006e-06
1662,572,80,-4,0,-9.72923304695022e-06
1662,572,80,1.22,0,-1.61060751260301e-05
1662,572,80,3.11333333333333,0.000904191356695437,-2.05238831660969e-05
1662,572,80,Inf,0.10082833257967,-2.3585592645566e-05
1662,572,80,Inf,0.999937545753028,-2.5833207849167e-05
1662,572,80,-4,0,-2.737593322107e-05
1662,572,80,1.22,0,-2.8504780461777e-05
1662,572,80,3.11333333333333,0.000904191356695437,-2.9275410809699e-05
1662,572,80,Inf,0.10082833257967,-2.98400300393375e-05
1662,572,80,Inf,0.999937545753028,-3.02743190345724e-05
1662,572,80,-4,0,-3.05445714246592e-05
1662,572,80,1.22,0,-3.0754542770128e-05
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,-3.07830051390345e-05
1662,572,80,3.11333333333333,0.000904191356695437,-3.07830051390345e-05
1662,572,80,Inf,0.10082833257967,-3.04957848110687e-05
1662,572,80,Inf,0.999937545753028,0.000717189054772999
1662,572,80,-4,0,0.000351125609204896
1662,572,80,1.22,0,0.000193554213666201
1662,572,80,3.11333333333333,0.000904191356695437,0.000111658725489298
1662,572,80,Inf,0.10082833257967,6.34376393987002e-05
1662,572,80,Inf,0.999937545753028,3.34701555003798e-05
1662,572,80,-4,0,1.33992978872e-05
1662,572,80,1.22,0,5.98330563480326e-07
1662,572,80,3.11333333333333,0.000904191356695437,-8.89196018272979e-06
1662,572,80,Inf,0.10082833257967,-1.51767483298499e-05
1662,572,80,Inf,0.999937545753028,-1.9840290138714e-05
1662,572,80,-4,0,-2.3080182801918e-05
1662,572,80,1.22,0,-2.5464173770438e-05
1662,572,80,3.11333333333333,0.000904191356695437,-2.7104209767483e-05
1662,572,80,Inf,0.10082833257967,-2.8306868938642e-05
1662,572,80,Inf,0.999937545753028,-2.9179291998857e-05
1662,572,80,-4,0,-2.97699055416533e-05
1662,572,80,1.22,0,-3.01991744037771e-05
1662,572,80,3.11333333333333,0.000904191356695437,-3.05266442163877e-05
1662,572,80,Inf,0.10082833257967,-3.07418285826272e-05
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,-3.07830051390345e-05
1662,572,80,Inf,0.10082833257967,-3.07830051390345e-05
1662,572,80,Inf,0.999937545753028,-3.06924154670485e-05
1662,572,80,-4,0,0.000101237104509933
1662,572,80,1.22,0,0.000601439858524011
1662,572,80,3.11333333333333,0.000904191356695437,0.000327437563302696
1662,572,80,Inf,0.10082833257967,0.000190741378001499
1662,572,80,Inf,0.999937545753028,0.0001136817852266
1662,572,80,-4,0,6.63755455528013e-05
1662,572,80,1.22,0,3.67177697679407e-05
1662,572,80,3.11333333333333,0.000904191356695437,1.57770909572103e-05
1662,572,80,Inf,0.10082833257967,2.37908827158996e-06
1662,572,80,Inf,0.999937545753028,-7.58239684176031e-06
1662,572,80,-4,0,-1.419711927147e-05
1662,572,80,1.22,0,-1.911788216185e-05
1662,572,80,3.11333333333333,0.000904191356695437,-2.25448188397441e-05
1662,572,80,Inf,0.10082833257967,-2.5072353990742e-05
1662,572,80,Inf,0.999937545753028,-2.6815079847485e-05
1662,572,80,-4,0,-2.8095822226271e-05
1662,572,80,1.22,0,-2.9026899213776e-05
1662,572,80,3.11333333333333,0.000904191356695437,-2.96965080351006e-05
1662,572,80,Inf,0.10082833257967,-3.01460539153584e-05
1662,572,80,Inf,0.999937545753028,-3.04701895302088e-05
1662,572,80,-4,0,-3.07017367302169e-05
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,-3.07830051390345e-05
1662,572,80,Inf,0.999937545753028,-3.07830051390345e-05
1662,572,80,-4,0,-3.07830051390345e-05
1662,572,80,1.22,0,2.51222340950097e-05
1662,572,80,3.11333333333333,0.000904191356695437,0.00108468385471
1662,572,80,Inf,0.10082833257967,0.000555764625227995
1662,572,80,Inf,0.999937545753028,0.000323579565732202
1662,572,80,-4,0,0.000196392577559303
1662,572,80,1.22,0,0.000119884152463098
1662,572,80,3.11333333333333,0.000904191356695437,7.24723986848998e-05
1662,572,80,Inf,0.10082833257967,4.12577968608302e-05
1662,572,80,Inf,0.999937545753028,1.99794034260398e-05
1662,572,80,-4,0,4.88690474585978e-06
1662,572,80,1.22,0,-5.2500513874898e-06
1662,572,80,3.11333333333333,0.000904191356695437,-1.28087779005101e-05
1662,572,80,Inf,0.10082833257967,-1.809105716105e-05
1662,572,80,Inf,0.999937545753028,-2.17817584458029e-05
1662,572,80,-4,0,-2.4512358026402e-05
1662,572,80,1.22,0,-2.6507562154519e-05
1662,572,80,3.11333333333333,0.000904191356695437,-2.7870865948839e-05
1662,572,80,Inf,0.10082833257967,-2.8864111262821e-05
1662,572,80,Inf,0.999937545753028,-2.95393365015122e-05
1662,572,80,-4,0,-3.00615707240113e-05
1662,572,80,1.22,0,-3.04095120262768e-05
1662,572,80,3.11333333333333,0.000904191356695437,-3.06733082874151e-05
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,-3.07830051390345e-05
1662,572,80,-4,0,-3.07830051390345e-05
1662,572,80,1.22,0,-3.07830051390345e-05
1662,572,80,3.11333333333333,0.000904191356695437,4.03362008194463e-06
1662,572,80,Inf,0.10082833257967,0.000646469566929042
1662,572,80,Inf,0.999937545753028,0.000965855500950019
1662,572,80,-4,0,0.000545788879597303
1662,572,80,1.22,0,0.000331321397240701
1662,572,80,3.11333333333333,0.000904191356695437,0.0002080026458669
1662,572,80,Inf,0.10082833257967,0.000130672986586301
1662,572,80,Inf,0.999937545753028,8.05199830377999e-05
1662,572,80,-4,0,4.72832290771691e-05
1662,572,80,1.22,0,2.44954662843595e-05
1662,572,80,3.11333333333333,0.000904191356695437,8.24696453312953e-06
1662,572,80,Inf,0.10082833257967,-2.71933342437013e-06
1662,572,80,Inf,0.999937545753028,-1.09334275101099e-05
1662,572,80,-4,0,-1.669876540796e-05
1662,572,80,1.22,0,-2.09589395061359e-05
1662,572,80,3.11333333333333,0.000904191356695437,-2.3906617994251e-05
1662,572,80,Inf,0.10082833257967,-2.5951359988034e-05
1662,572,80,Inf,0.999937545753028,-2.7547876430966e-05
1662,572,80,-4,0,-2.8629789716726e-05
1662,572,80,1.22,0,-2.9411801710053e-05
1662,572,80,3.11333333333333,0.000904191356695437,-2.99709879153863e-05
1662,572,80,Inf,0.10082833257967,-3.03443236717894e-05
1662,572,80,Inf,0.999937545753028,-3.06279553239454e-05
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,-3.07830051390345e-05
1662,572,80,1.22,0,-3.07830051390345e-05
1662,572,80,3.11333333333333,0.000904191356695437,-3.07830051390345e-05
1662,572,80,Inf,0.10082833257967,-5.8908646050071e-06
1662,572,80,Inf,0.999937545753028,0.000299749282864026
1662,572,80,-4,0,0.0012785008179611
1662,572,80,1.22,0,0.000919759738803011
1662,572,80,3.11333333333333,0.000904191356695437,0.000560777519202999
1662,572,80,Inf,0.10082833257967,0.000351125609204896
1662,572,80,Inf,0.999937545753028,0.000226194023444599
1662,572,80,-4,0,0.000144383386288902
1662,572,80,1.22,0,9.26151587292996e-05
1662,572,80,3.11333333333333,0.000904191356695437,5.64057817600602e-05
1662,572,80,Inf,0.10082833257967,3.03531328863498e-05
1662,572,80,Inf,0.999937545753028,1.33992978872e-05
1662,572,80,-4,0,5.98330563480326e-07
1662,572,80,1.22,0,-8.46269127605017e-06
1662,572,80,3.11333333333333,0.000904191356695437,-1.48559047020399e-05
1662,572,80,Inf,0.10082833257967,-1.960389103854e-05
1662,572,80,Inf,0.999937545753028,-2.3080182801918e-05
1662,572,80,-4,0,-2.533615834306e-05
1662,572,80,1.22,0,-2.7104209767483e-05
1662,572,80,3.11333333333333,0.000904191356695437,-2.8374261753339e-05
1662,572,80,Inf,0.10082833257967,-2.9227884552984e-05
1662,572,80,Inf,0.999937545753028,-2.98400300393375e-05
1662,572,80,-4,0,-3.02743190345724e-05
1662,572,80,1.22,0,-3.05620693848577e-05
1662,572,80,3.11333333333333,0.000904191356695437,-3.07790403280203e-05
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,-3.07830051390345e-05
1662,572,80,3.11333333333333,0.000904191356695437,-3.07830051390345e-05
1662,572,80,Inf,0.10082833257967,-3.07830051390345e-05
1662,572,80,Inf,0.999937545753028,-1.10634893289996e-05
1662,572,80,-4,0,0.000187030518617015
1662,572,80,1.22,0,0.000854836757392952
1662,572,80,3.11333333333333,0.000904191356695437,0.00128326328936101
1662,572,80,Inf,0.10082833257967,0.000909349227601997
1662,572,80,Inf,0.999937545753028,0.00058607982203901
1662,572,80,-4,0,0.000379913887833996
1662,572,80,1.22,0,0.000251913363555699
1662,572,80,3.11333333333333,0.000904191356695437,0.000164000261760798
1662,572,80,Inf,0.10082833257967,0.000107678420954001
1662,572,80,Inf,0.999937545753028,6.63755455528013e-05
1662,572,80,-4,0,3.89573178558407e-05
1662,572,80,1.22,0,1.91143844598205e-05
1662,572,80,3.11333333333333,0.000904191356695437,4.88690474585978e-06
1662,572,80,Inf,0.10082833257967,-5.73197044361016e-06
1662,572,80,Inf,0.999937545753028,-1.28087779005101e-05
1662,572,80,-4,0,-1.809105716105e-05
1662,572,80,1.22,0,-2.1977974644763e-05
1662,572,80,3.11333333333333,0.000904191356695437,-2.4656523370145e-05
1662,572,80,Inf,0.10082833257967,-2.6612173579978e-05
1662,572,80,Inf,0.999937545753028,-2.8022421644292e-05
1662,572,80,-4,0,-2.8973822228887e-05
1662,572,80,1.22,0,-2.96585389426757e-05
1662,572,80,3.11333333333333,0.000904191356695437,-3.01460539153584e-05
1662,572,80,Inf,0.10082833257967,-3.04894632218596e-05
1662,572,80,Inf,0.999937545753028,-3.07287944847076e-05
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,-3.07830051390345e-05
1662,572,80,Inf,0.10082833257967,-3.07830051390345e-05
1662,572,80,Inf,0.999937545753028,-3.07830051390345e-05
1662,572,80,-4,0,-1.39723658519886e-05
1662,572,80,1.22,0,0.000134396902192968
1662,572,80,3.11333333333333,0.000904191356695437,0.000594597451828993
1662,572,80,Inf,0.10082833257967,0.001182308208455
1662,572,80,Inf,0.999937545753028,0.00124048935981103
1662,572,80,-4,0,0.00091456117644001
1662,572,80,1.22,0,0.000622109419841005
1662,572,80,3.11333333333333,0.000904191356695437,0.000418692833525303
1662,572,80,Inf,0.10082833257967,0.000282861961786
1662,572,80,Inf,0.999937545753028,0.000190741378001499
1662,572,80,-4,0,0.000126288973279699
1662,572,80,1.22,0,8.05199830377999e-05
1662,572,80,3.11333333333333,0.000904191356695437,4.98061751707489e-05
1662,572,80,Inf,0.10082833257967,2.63935814608998e-05
1662,572,80,Inf,0.999937545753028,1.03890537385904e-05
1662,572,80,-4,0,-1.64851228921011e-06
1662,572,80,1.22,0,-1.01374309252199e-05
1662,572,80,3.11333333333333,0.000904191356695437,-1.61060751260301e-05
1662,572,80,Inf,0.10082833257967,-2.05238831660969e-05
1662,572,80,Inf,0.999937545753028,-2.37476612889021e-05
1662,572,80,-4,0,-2.5951359988034e-05
1662,572,80,1.22,0,-2.7547876430966e-05
1662,572,80,3.11333333333333,0.000904191356695437,-2.8690294060308e-05
1662,572,80,Inf,0.10082833257967,-2.9455270881013e-05
1662,572,80,Inf,0.999937545753028,-3.00018840765323e-05
1662,572,80,-4,0,-3.03882984971389e-05
1662,572,80,1.22,0,-3.06733082874151e-05
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,-3.07830051390345e-05
1662,572,80,Inf,0.999937545753028,-3.07830051390345e-05
1662,572,80,-4,0,-3.07830051390345e-05
1662,572,80,1.22,0,-1.62063237489907e-05
1662,572,80,3.11333333333333,0.000904191356695437,0.000105073214015983
1662,572,80,Inf,0.10082833257967,0.000457821729876073
1662,572,80,Inf,0.999937545753028,0.000964172957251042
1662,572,80,-4,0,0.0012828154642931
1662,572,80,1.22,0,0.00120332500311199
1662,572,80,3.11333333333333,0.000904191356695437,0.000930114555298983
1662,572,80,Inf,0.10082833257967,0.000664011699375994
1662,572,80,Inf,0.999937545753028,0.000463989721895194
1662,572,80,-4,0,0.000323579565732202
1662,572,80,1.22,0,0.000220026169537195
1662,572,80,3.11333333333333,0.000904191356695437,0.000149142697446099
1662,572,80,Inf,0.10082833257967,9.81053845680001e-05
1662,572,80,Inf,0.999937545753028,6.1995801878701e-05
1662,572,80,-4,0,3.56204818615907e-05
1662,572,80,1.22,0,1.74214504066799e-05
1662,572,80,3.11333333333333,0.000904191356695437,3.61353466866001e-06
1662,572,80,Inf,0.10082833257967,-6.67242733302974e-06
1662,572,80,Inf,0.999937545753028,-1.351497312085e-05
1662,572,80,-4,0,-1.886813331427e-05
1662,572,80,1.22,0,-2.25448188397441e-05
1662,572,80,3.11333333333333,0.000904191356695437,-2.5072353990742e-05
1662,572,80,Inf,0.10082833257967,-2.6913450186092e-05
1662,572,80,Inf,0.999937545753028,-2.8238016963829e-05
1662,572,80,-4,0,-2.9179291998857e-05
1662,572,80,1.22,0,-2.98400300393375e-05
1662,572,80,3.11333333333333,0.000904191356695437,-3.02743190345724e-05
1662,572,80,Inf,0.10082833257967,-3.05958152483003e-05
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,-3.07830051390345e-05
1662,572,80,-4,0,-3.07830051390345e-05
1662,572,80,1.22,0,-3.07830051390345e-05
1662,572,80,3.11333333333333,0.000904191356695437,-1.76407764029829e-05
1662,572,80,Inf,0.10082833257967,8.50115728719958e-05
1662,572,80,Inf,0.999937545753028,0.000374336179820967
1662,572,80,-4,0,0.000801322372835034
1662,572,80,1.22,0,0.00117172939861898
1662,572,80,3.11333333333333,0.000904191356695437,0.00129814712920101
1662,572,80,Inf,0.10082833257967,0.001176479298102
1662,572,80,Inf,0.999937545753028,0.000940409369224987
1662,572,80,-4,0,0.000706500002577021
1662,572,80,1.22,0,0.000511429815836406
1662,572,80,3.11333333333333,0.000904191356695437,0.000363313213376501
1662,572,80,Inf,0.10082833257967,0.000258606250957603
1662,572,80,Inf,0.999937545753028,0.0001770575524455
1662,572,80,-4,0,0.000119884152463098
1662,572,80,1.22,0,7.88717776507991e-05
1662,572,80,3.11333333333333,0.000904191356695437,4.85364998455001e-05
1662,572,80,Inf,0.10082833257967,2.54378357788998e-05
1662,572,80,Inf,0.999937545753028,9.66422756963972e-06
1662,572,80,-4,0,-2.18821311245019e-06
1662,572,80,1.22,0,-1.05387975222701e-05
1662,572,80,3.11333333333333,0.000904191356695437,-1.64050531497699e-05
1662,572,80,Inf,0.10082833257967,-2.09589395061359e-05
1662,572,80,Inf,0.999937545753028,-2.40625149189101e-05
1662,572,80,-4,0,-2.6180629605389e-05
1662,572,80,1.22,0,-2.7712767762873e-05
1662,572,80,3.11333333333333,0.000904191356695437,-2.8864111262821e-05
1662,572,80,Inf,0.10082833257967,-2.96196994158184e-05
1662,572,80,Inf,0.999937545753028,-3.01185468784647e-05
1662,572,80,-4,0,-3.04894632218596e-05
1662,572,80,1.22,0,-3.07287944847076e-05
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,-3.07830051390345e-05
1662,572,80,1.22,0,-3.07830051390345e-05
1662,572,80,3.11333333333333,0.000904191356695437,-3.07830051390345e-05
1662,572,80,Inf,0.10082833257967,-1.86990876099857e-05
1662,572,80,Inf,0.999937545753028,7.19529024429955e-05
1662,572,80,-4,0,0.000318475867771006
1662,572,80,1.22,0,0.000688738601675065
1662,572,80,3.11333333333333,0.000904191356695437,0.00105154323747303
1662,572,80,Inf,0.10082833257967,0.00126452782636199
1662,572,80,Inf,0.999937545753028,0.00128456869217097
1662,572,80,-4,0,0.00115070754390495
1662,572,80,1.22,0,0.000950639858372987
1662,572,80,3.11333333333333,0.000904191356695437,0.000738623332674993
1662,572,80,Inf,0.10082833257967,0.000555764625227995
1662,572,80,Inf,0.999937545753028,0.000409907964606701
1662,572,80,-4,0,0.000297301793187897
1662,572,80,1.22,0,0.000210969625777199
1662,572,80,3.11333333333333,0.000904191356695437,0.000146751088679099
1662,572,80,Inf,0.10082833257967,9.81053845680001e-05
1662,572,80,Inf,0.999937545753028,6.34376393987002e-05
1662,572,80,-4,0,3.67177697679407e-05
1662,572,80,1.22,0,1.74214504066799e-05
1662,572,80,3.11333333333333,0.000904191356695437,3.61353466866001e-06
1662,572,80,Inf,0.10082833257967,-6.20606115142022e-06
1662,572,80,Inf,0.999937545753028,-1.351497312085e-05
1662,572,80,-4,0,-1.886813331427e-05
1662,572,80,1.22,0,-2.25448188397441e-05
1662,572,80,3.11333333333333,0.000904191356695437,-2.520556687299e-05
1662,572,80,Inf,0.10082833257967,-2.7104209767483e-05
1662,572,80,Inf,0.999937545753028,-2.8374261753339e-05
1662,572,80,-4,0,-2.9321891943075e-05
1662,572,80,1.22,0,-2.99393698982756e-05
1662,572,80,3.11333333333333,0.000904191356695437,-3.03665728152673e-05
1662,572,80,Inf,0.10082833257967,-3.06434453693576e-05
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,-3.07830051390345e-05
1662,572,80,3.11333333333333,0.000904191356695437,-3.07830051390345e-05
1662,572,80,Inf,0.10082833257967,-3.07830051390345e-05
1662,572,80,Inf,0.999937545753028,-1.96831734150527e-05
1662,572,80,-4,0,6.29550319068972e-05
1662,572,80,1.22,0,0.000281677640420974
1662,572,80,3.11333333333333,0.000904191356695437,0.000615196676516994
1662,572,80,Inf,0.10082833257967,0.000948939426576922
1662,572,80,Inf,0.999937545753028,0.00119579442439399
1662,572,80,-4,0,0.001296100482575
1662,572,80,1.22,0,0.00125908750409098
1662,572,80,3.11333333333333,0.000904191356695437,0.00112704621785298
1662,572,80,Inf,0.10082833257967,0.000950639858372987
1662,572,80,Inf,0.999937545753028,0.000765484369370018
1662,572,80,-4,0,0.000596305733096991
1662,572,80,1.22,0,0.000454752203154399
1662,572,80,3.11333333333333,0.000904191356695437,0.000335231000226997
1662,572,80,Inf,0.10082833257967,0.000245325860176206
1662,572,80,Inf,0.999937545753028,0.000174396309980198
1662,572,80,-4,0,0.000121996430310599
1662,572,80,1.22,0,8.05199830377999e-05
1662,572,80,3.11333333333333,0.000904191356695437,4.98061751707489e-05
1662,572,80,Inf,0.10082833257967,2.73628432713603e-05
1662,572,80,Inf,0.999937545753028,1.11248455755093e-05
1662,572,80,-4,0,-1.10011990000006e-06
1662,572,80,1.22,0,-9.72923304695022e-06
1662,572,80,3.11333333333333,0.000904191356695437,-1.61060751260301e-05
1662,572,80,Inf,0.10082833257967,-2.0743434942806e-05
1662,572,80,Inf,0.999937545753028,-2.3906617994251e-05
1662,572,80,-4,0,-2.6180629605389e-05
1662,572,80,1.22,0,-2.7792650145994e-05
1662,572,80,3.11333333333333,0.000904191356695437,-2.891956740502e-05
1662,572,80,Inf,0.10082833257967,-2.96585389426757e-05
1662,572,80,Inf,0.999937545753028,-3.01729252765996e-05
1662,572,80,-4,0,-3.05266442163877e-05
1662,572,80,1.22,0,-3.07669443130487e-05
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,0
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,-3.07830051390345e-05
1662,572,80,Inf,0.10082833257967,-3.07830051390345e-05
1662,572,80,Inf,0.999937545753028,-3.07830051390345e-05
1662,572,80,-4,0,-2.01487920660215e-05
1662,572,80,1.22,0,5.73179861899087e-05
1662,572,80,3.11333333333333,0.000904191356695437,0.000257483447644979
1662,572,80,Inf,0.10082833257967,0.000559104730695981
1662,572,80,Inf,0.999937545753028,0.000876063799427063
1662,572,80,-4,0,0.00112569139933794
1662,572,80,1.22,0,0.00126835354527899
1662,572,80,3.11333333333333,0.000904191356695437,0.00129572691670998
1662,572,80,Inf,0.10082833257967,0.00122994508591601
1662,572,80,Inf,0.999937545753028,0.00110204388419299
1662,572,80,-4,0,0.00094553292501498
1662,572,80,1.22,0,0.000781615154782006
1662,572,80,3.11333333333333,0.000904191356695437,0.000627308299060991
1662,572,80,Inf,0.10082833257967,0.000492210582947489
1662,572,80,Inf,0.999937545753028,0.000375726486756503
1662,572,80,-4,0,0.000282861961786
1662,572,80,1.22,0,0.000205061510351899
1662,572,80,3.11333333333333,0.000904191356695437,0.000146751088679099
1662,572,80,Inf,0.10082833257967,0.000101870517515798
1662,572,80,Inf,0.999937545753028,6.63755455528013e-05
1662,572,80,-4,0,4.00998682379399e-05
1662,572,80,1.22,0,1.99794034260398e-05
1662,572,80,3.11333333333333,0.000904191356695437,5.53848614189001e-06
1662,572,80,Inf,0.10082833257967,-4.76019925009031e-06
1662,572,80,Inf,0.999937545753028,-1.28087779005101e-05
1662,572,80,-4,0,-1.835479286257e-05
1662,572,80,1.22,0,-2.21705172115359e-05
1662,572,80,3.11333333333333,0.000904191356695437,-2.5072353990742e-05
1662,572,80,Inf,0.10082833257967,-2.7009814713353e-05
1662,572,80,Inf,0.999937545753028,-2.8374261753339e-05
1662,572,80,-4,0,-2.9321891943075e-05
1662,572,80,1.22,0,-2.99393698982756e-05
1662,572,80,3.11333333333333,0.000904191356695437,-3.03882984971389e-05
1662,572,80,Inf,0.10082833257967,-3.06733082874151e-05
1662,572,80,Inf,0.999937545753028,0
1662,572,80,-4,0,0
1662,572,80,1.22,0,0
1662,572,80,3.11333333333333,0.000904191356695437,0
1662,572,80,Inf,0.10082833257967,-3.07830051390345e-05
1662,572,80,Inf,0.999937545753028,-3.07830051390345e-05
1662,572,80,-4,0,-3.07830051390345e-05
1662,572,80,1.22,0,-2.05975201299502e-05
1662,572,80,3.11333333333333,0.000904191356695437,5.19591564510646e-05
1662,572,80,Inf,0.10082833257967,0.000237773447995027
1662,572,80,Inf,0.999937545753028,0.000519529033722099
1662,572,80,-4,0,0.00081742406693297
1662,572,80,1.22,0,0.00106529684048895
1662,572,80,3.11333333333333,0.000904191356695437,0.00122902989865503
1662,572,80,Inf,0.10082833257967,0.001296100482575
