"delta","S","n_crossings","structure","regime","action_set","v_min","v_max","H_left","H_right"
0.31,53,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0015
0.31,54,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0015
0.31,55,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0016
0.31,56,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0016
0.31,57,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0016
0.31,58,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0017
0.31,59,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0017
0.31,60,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0017
0.31,61,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0017
0.31,62,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0018
0.31,63,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0018
0.31,64,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0018
0.31,65,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0019
0.31,66,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0019
0.31,67,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0019
0.31,68,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0019
0.31,69,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.002
0.31,70,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.002
0.31,71,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.002
0.31,72,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0021
0.31,73,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0021
0.31,74,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0021
0.31,75,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0021
0.31,76,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0022
0.31,77,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0022
0.31,78,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0022
0.31,79,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0023
0.31,80,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0023
0.31,81,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0023
0.31,82,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0024
0.31,83,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0024
0.31,84,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0024
0.31,85,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0024
0.31,86,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0025
0.31,87,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0025
0.31,88,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0025
0.31,89,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0026
0.31,90,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0026
0.31,91,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0026
0.31,92,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0026
0.31,93,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0027
0.31,94,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0027
0.31,95,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0027
0.31,96,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0028
0.31,97,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0028
0.31,98,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0028
0.31,99,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0028
0.31,100,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0029
0.31,101,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0029
0.31,102,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0029
0.31,103,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.003
0.31,104,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.003
0.31,105,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.003
0.31,106,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.003
0.31,107,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0031
0.31,108,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0031
0.31,109,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0031
0.31,110,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0032
0.31,111,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0032
0.31,112,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0032
0.31,113,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0032
0.31,114,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0033
0.31,115,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0033
0.31,116,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0033
0.31,117,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0034
0.31,118,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0034
0.31,119,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0034
0.31,120,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0034
0.31,121,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0035
0.31,122,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0035
0.31,123,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0035
0.31,124,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0036
0.31,125,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0036
0.31,126,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0036
0.31,127,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0036
0.31,128,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0037
0.31,129,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0037
0.31,130,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0037
0.31,131,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0038
0.31,132,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0038
0.31,133,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0038
0.31,134,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0038
0.31,135,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0039
0.31,136,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0039
0.31,137,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0039
0.31,138,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.004
0.31,139,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.004
0.31,140,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.004
0.31,141,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.004
0.31,142,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0041
0.31,143,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0041
0.31,144,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0041
0.31,145,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0042
0.31,146,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0042
0.31,147,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0042
0.31,148,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0042
0.31,149,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0043
0.31,150,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0043
0.31,151,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0043
0.31,152,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0044
0.31,153,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0044
0.31,154,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0044
0.31,155,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0044
0.31,156,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0045
0.31,157,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0045
0.31,158,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0045
0.31,159,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0046
0.31,160,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0046
0.31,161,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0046
0.31,162,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0046
0.31,163,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0047
0.31,164,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0047
0.31,165,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0047
0.31,166,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0048
0.31,167,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0048
0.31,168,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0048
0.31,169,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0048
0.31,170,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0049
0.31,171,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0049
0.31,172,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0049
0.31,173,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.005
0.31,174,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.005
0.31,175,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.005
0.31,176,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.005
0.31,177,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0051
0.31,178,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0051
0.31,179,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0051
0.31,180,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0052
0.31,181,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0052
0.31,182,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0052
0.31,183,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0052
0.31,184,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0053
0.31,185,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0053
0.31,186,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0053
0.31,187,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0053
0.31,188,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0054
0.31,189,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0054
0.31,190,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0054
0.31,191,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0055
0.31,192,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0055
0.31,193,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0055
0.31,194,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0055
0.31,195,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0056
0.31,196,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0056
0.31,197,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0056
0.31,198,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0057
0.31,199,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0057
0.31,200,1,"Single upper tail","Moderate/high penalty","[-2.78, ∞)",-10,10,-21.2808,0.0057
0.32,2,1,"Single upper tail","Moderate/high penalty","[-2.43, ∞)",-10,10,-23.9139,1e-04
0.32,3,1,"Single upper tail","Moderate/high penalty","[-2.52, ∞)",-10,10,-23.9138,1e-04
0.32,4,1,"Single upper tail","Moderate/high penalty","[-2.56, ∞)",-10,10,-23.9138,1e-04
0.32,5,1,"Single upper tail","Moderate/high penalty","[-2.58, ∞)",-10,10,-23.9138,1e-04
0.32,6,1,"Single upper tail","Moderate/high penalty","[-2.60, ∞)",-10,10,-23.9138,2e-04
0.32,7,1,"Single upper tail","Moderate/high penalty","[-2.61, ∞)",-10,10,-23.9138,2e-04
0.32,8,1,"Single upper tail","Moderate/high penalty","[-2.62, ∞)",-10,10,-23.9138,2e-04
0.32,9,1,"Single upper tail","Moderate/high penalty","[-2.62, ∞)",-10,10,-23.9138,3e-04
0.32,10,1,"Single upper tail","Moderate/high penalty","[-2.63, ∞)",-10,10,-23.9138,3e-04
0.32,11,1,"Single upper tail","Moderate/high penalty","[-2.63, ∞)",-10,10,-23.9138,3e-04
0.32,12,1,"Single upper tail","Moderate/high penalty","[-2.63, ∞)",-10,10,-23.9138,3e-04
0.32,13,1,"Single upper tail","Moderate/high penalty","[-2.64, ∞)",-10,10,-23.9138,4e-04
0.32,14,1,"Single upper tail","Moderate/high penalty","[-2.64, ∞)",-10,10,-23.9138,4e-04
0.32,15,1,"Single upper tail","Moderate/high penalty","[-2.64, ∞)",-10,10,-23.9138,4e-04
0.32,16,1,"Single upper tail","Moderate/high penalty","[-2.64, ∞)",-10,10,-23.9138,5e-04
0.32,17,1,"Single upper tail","Moderate/high penalty","[-2.64, ∞)",-10,10,-23.9138,5e-04
0.32,18,1,"Single upper tail","Moderate/high penalty","[-2.65, ∞)",-10,10,-23.9138,5e-04
0.32,19,1,"Single upper tail","Moderate/high penalty","[-2.65, ∞)",-10,10,-23.9138,5e-04
0.32,20,1,"Single upper tail","Moderate/high penalty","[-2.65, ∞)",-10,10,-23.9138,6e-04
0.32,21,1,"Single upper tail","Moderate/high penalty","[-2.65, ∞)",-10,10,-23.9138,6e-04
0.32,22,1,"Single upper tail","Moderate/high penalty","[-2.65, ∞)",-10,10,-23.9138,6e-04
0.32,23,1,"Single upper tail","Moderate/high penalty","[-2.65, ∞)",-10,10,-23.9138,7e-04
0.32,24,1,"Single upper tail","Moderate/high penalty","[-2.65, ∞)",-10,10,-23.9138,7e-04
0.32,25,1,"Single upper tail","Moderate/high penalty","[-2.65, ∞)",-10,10,-23.9138,7e-04
0.32,26,1,"Single upper tail","Moderate/high penalty","[-2.65, ∞)",-10,10,-23.9138,7e-04
0.32,27,1,"Single upper tail","Moderate/high penalty","[-2.65, ∞)",-10,10,-23.9138,8e-04
0.32,28,1,"Single upper tail","Moderate/high penalty","[-2.65, ∞)",-10,10,-23.9138,8e-04
0.32,29,1,"Single upper tail","Moderate/high penalty","[-2.65, ∞)",-10,10,-23.9138,8e-04
0.32,30,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,9e-04
0.32,31,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,9e-04
0.32,32,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,9e-04
0.32,33,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,9e-04
0.32,34,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.001
0.32,35,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.001
0.32,36,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.001
0.32,37,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0011
0.32,38,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0011
0.32,39,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0011
0.32,40,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0011
0.32,41,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0012
0.32,42,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0012
0.32,43,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0012
0.32,44,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0013
0.32,45,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0013
0.32,46,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0013
0.32,47,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0013
0.32,48,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0014
0.32,49,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0014
0.32,50,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0014
0.32,51,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0015
0.32,52,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0015
0.32,53,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0015
0.32,54,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0015
0.32,55,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0016
0.32,56,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0016
0.32,57,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0016
0.32,58,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0017
0.32,59,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0017
0.32,60,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0017
0.32,61,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0017
0.32,62,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0018
0.32,63,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0018
0.32,64,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0018
0.32,65,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0019
0.32,66,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0019
0.32,67,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0019
0.32,68,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0019
0.32,69,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.002
0.32,70,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.002
0.32,71,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.002
0.32,72,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0021
0.32,73,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0021
0.32,74,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0021
0.32,75,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0021
0.32,76,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0022
0.32,77,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0022
0.32,78,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0022
0.32,79,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0023
0.32,80,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0023
0.32,81,1,"Single upper tail","Moderate/high penalty","[-2.66, ∞)",-10,10,-23.9138,0.0023
